index,flat_model,floor_area_sqm,lease_commence_date
1246,15,117.0,1977
1247,15,56.0,1969
1248,11,93.0,2011
1249,15,80.0,1970
1250,5,125.0,1998
1251,7,103.0,1984
1252,7,106.0,1996
1253,10,68.0,1980
1254,7,92.0,2003
1255,15,63.0,1970
1256,10,68.0,1980
1257,10,67.0,1985
1258,11,128.0,2003
1259,10,73.0,1978
1260,10,67.0,1982
1261,5,110.0,2001
1262,14,63.0,1988
1263,5,65.0,1975
1264,7,103.0,1989
1265,5,122.0,1986
1266,5,127.0,1988
1267,7,108.0,1996
1268,15,123.0,1977
1269,3,130.0,2001
1270,10,91.0,1978
1271,5,110.0,2003
1272,5,120.0,1996
1273,11,92.0,2008
1274,10,68.0,1982
1275,7,99.0,2002
1276,5,68.0,1979
1277,10,91.0,1980
1278,5,124.0,1996
1279,7,92.0,2015
1280,5,111.0,2002
1281,5,68.0,1970
1282,15,54.0,1970
1283,10,96.0,1986
1284,3,177.0,1995
1285,11,121.0,2001
1286,10,68.0,1987
1287,11,73.0,2013
1288,5,124.0,1995
1289,3,145.0,1998
1290,7,100.0,2013
1291,5,110.0,2001
1292,15,117.0,1977
1293,7,68.0,2016
1294,10,73.0,1978
1295,3,148.0,1993
1296,5,124.0,1994
1297,7,75.0,2002
1298,7,104.0,1996
1299,3,130.0,2002
1300,5,110.0,2000
1301,10,91.0,1985
1302,3,143.0,1996
1303,15,117.0,1979
1304,5,65.0,1973
1305,14,84.0,1987
1306,11,110.0,2001
1307,5,116.0,1999
1308,7,104.0,1986
1309,3,145.0,1992
1310,5,116.0,1999
1311,11,123.0,1998
1312,7,106.0,1990
1313,7,90.0,2006
1314,10,91.0,1985
1315,5,110.0,2001
1316,5,121.0,1996
1317,15,59.0,1970
1318,10,68.0,1984
1319,7,90.0,2009
1320,5,121.0,1985
1321,10,92.0,1979
1322,5,122.0,1988
1323,14,63.0,2000
1324,5,118.0,1985
1325,10,92.0,1985
1326,4,89.0,2014
1327,5,68.0,1979
1328,5,110.0,2006
1329,10,82.0,1981
1330,15,60.3,1967
1331,5,66.0,1973
1332,11,112.0,2003
1333,5,110.0,2001
1334,7,103.0,1987
1335,10,82.0,1980
1336,7,105.0,1986
1337,5,110.0,2002
1338,7,133.0,1985
1339,17,93.0,2011
1340,5,110.0,2003
1341,11,114.0,2004
1342,5,110.0,2001
1343,7,137.0,1993
1344,10,88.0,1978
1345,10,92.0,1978
1346,11,111.0,2000
1347,5,62.0,1970
1348,7,103.0,1985
1349,5,123.0,1992
1350,5,112.0,2017
1351,11,110.0,2005
1352,10,93.0,1984
1353,10,88.0,1978
1354,7,102.0,1999
1355,14,65.0,1987
1356,7,90.0,2005
1357,5,68.0,1976
1358,7,74.0,1984
1359,10,67.0,1985
1360,5,122.0,1989
1361,14,84.0,1987
1362,5,111.0,2002
1363,5,119.0,1997
1364,11,87.0,2016
1365,5,84.0,1977
1366,11,131.0,2001
1367,3,146.0,1992
1368,5,122.0,1990
1369,6,154.0,1986
1370,10,67.0,1986
1371,15,56.0,1974
1372,7,47.0,2013
1373,10,68.0,1979
1374,7,90.0,2001
1375,7,102.0,1999
1376,11,110.0,2004
1377,10,91.0,1980
1378,10,67.0,1979
1379,5,121.0,1997
1380,5,110.0,2004
1381,10,68.0,1980
1382,5,111.0,2001
1383,14,84.0,1986
1384,7,101.0,1997
1385,7,79.0,1982
1386,10,93.0,1986
1387,7,104.0,1988
1388,7,105.0,1984
1389,11,125.0,1999
1390,5,65.0,1975
1391,7,108.0,1988
1392,10,67.0,1979
1393,7,104.0,1992
1394,5,127.0,1995
1395,5,110.0,2001
1396,10,67.0,1979
1397,5,65.0,1975
1398,7,67.0,2014
1399,5,65.0,1974
1400,14,63.0,1986
1401,5,121.0,2000
1402,11,123.0,1999
1403,7,104.0,1985
1404,10,73.0,1978
1405,10,94.0,1988
1406,5,122.0,1997
1407,5,116.0,1997
1408,10,67.0,1978
1409,3,149.0,1995
1410,11,110.0,2003
1411,5,60.0,1985
1412,14,83.0,1987
1413,7,100.0,1997
1414,7,104.0,1992
1415,10,99.0,1981
1416,9,90.0,1999
1417,10,68.0,1985
1418,5,132.0,1989
1419,7,92.0,2004
1420,5,125.0,1996
1421,10,67.0,1985
1422,11,94.0,2003
1423,15,123.0,1975
1424,5,119.0,1997
1425,10,92.0,1980
1426,5,120.0,1987
1427,5,122.0,1987
1428,4,65.0,2015
1429,14,64.0,1987
1430,10,81.0,1980
1431,5,110.0,2006
1432,10,98.0,1985
1433,10,67.0,1980
1434,11,105.0,1999
1435,10,81.0,1979
1436,5,115.0,1999
1437,5,110.0,2002
1438,10,91.0,1980
1439,7,104.0,1992
1440,10,68.0,1981
1441,5,59.0,1983
1442,7,91.0,2003
1443,15,117.0,1976
1444,11,94.0,2003
1445,11,70.0,2013
1446,7,96.0,2012
1447,10,68.0,1980
1448,10,73.0,1978
1449,7,100.0,1998
1450,14,84.0,1987
1451,5,110.0,2008
1452,5,121.0,1990
1453,7,74.0,1984
1454,5,123.0,1993
1455,15,114.0,1977
1456,7,104.0,1985
1457,7,77.0,1983
1458,14,84.0,1986
1459,10,92.0,1984
1460,14,63.0,2000
1461,5,113.0,2017
1462,7,103.0,1992
1463,10,68.0,1984
1464,11,125.0,1999
1465,5,67.0,1971
1466,3,143.0,1998
1467,7,90.0,2008
1468,3,139.0,1997
1469,5,45.0,1976
1470,4,117.0,2011
1471,7,104.0,1988
1472,7,107.0,1996
1473,11,112.0,2003
1474,10,68.0,1981
1475,5,110.0,2004
1476,10,67.0,1980
1477,5,111.0,2001
1478,5,121.0,1985
1479,5,60.0,1985
1480,7,108.0,1996
1481,5,117.0,1974
1482,10,68.0,1980
1483,5,76.0,1975
1484,5,112.0,2019
1485,3,152.0,1994
1486,7,93.0,2016
1487,11,124.0,1997
1488,7,112.0,1984
1489,7,92.0,2012
1490,15,123.0,1978
1491,7,104.0,1992
1492,11,90.0,2009
1493,5,112.0,2018
1494,7,102.0,1984
1495,7,96.0,2015
1496,7,107.0,1992
1497,5,123.0,1985
1498,5,44.0,1978
1499,10,82.0,1980
1500,7,74.0,1984
1501,4,81.0,2014
1502,3,133.0,2002
1503,5,129.0,1988
1504,5,122.0,1999
1505,10,67.0,1979
1506,10,68.0,1984
1507,7,102.0,1997
1508,10,92.0,1980
1509,7,93.0,2012
1510,10,68.0,1981
1511,7,104.0,1989
1512,10,91.0,1981
1513,14,84.0,1985
1514,7,69.0,2013
1515,9,85.0,2002
1516,7,46.0,2014
1517,7,132.0,1996
1518,11,97.0,2014
1519,7,91.0,2003
1520,3,142.0,1988
1521,5,67.0,1970
1522,6,146.0,1989
1523,5,110.0,2002
1524,7,105.0,1984
1525,11,115.0,2013
1526,5,123.0,1997
1527,5,84.0,1977
1528,10,68.0,1980
1529,5,127.0,1994
1530,15,56.0,1969
1531,2,136.0,1980
1532,7,92.0,2015
1533,7,102.0,1998
1534,5,115.0,2000
1535,7,94.0,2012
1536,10,93.0,1984
1537,10,91.0,1981
1538,10,68.0,1981
1539,6,147.0,1985
1540,5,121.0,1998
1541,5,121.0,1987
1542,7,104.0,1992
1543,7,92.0,2004
1544,5,126.0,1989
1545,5,59.0,1977
1546,7,113.0,1989
1547,7,103.0,1983
1548,11,110.0,2008
1549,5,128.0,1987
1550,5,110.0,2001
1551,7,76.0,2009
1552,7,99.0,1997
1553,10,82.0,1981
1554,7,100.0,1996
1555,7,132.0,1996
1556,12,95.0,2016
1557,10,68.0,1979
1558,14,84.0,1985
1559,7,104.0,1985
1560,11,93.0,2013
1561,10,67.0,1979
1562,14,64.0,1988
1563,7,74.0,1987
1564,5,121.0,1998
1565,7,74.0,1984
1566,10,67.0,1979
1567,7,105.0,1997
1568,5,65.0,1977
1569,7,103.0,1988
1570,5,110.0,2001
1571,5,110.0,2003
1572,5,66.0,1981
1573,5,91.0,1982
1574,11,103.0,1999
1575,7,109.0,1996
1576,7,101.0,1998
1577,5,67.0,1970
1578,5,110.0,2002
1579,7,93.0,2011
1580,7,132.0,1995
1581,7,74.0,1985
1582,5,121.0,1988
1583,14,63.0,1986
1584,7,93.0,2018
1585,7,62.0,2013
1586,7,104.0,1988
1587,11,111.0,2000
1588,5,84.0,1974
1589,5,111.0,2003
1590,7,100.0,2013
1591,11,94.0,2001
1592,5,125.0,1993
1593,10,91.0,1980
1594,10,68.0,1979
1595,5,75.0,1980
1596,15,60.3,1967
1597,9,91.0,1998
1598,11,90.0,2009
1599,10,92.0,1981
1600,7,104.0,1987
1601,11,111.0,2003
1602,7,108.0,1995
1603,7,104.0,1985
1604,14,64.0,1988
1605,7,95.0,2005
1606,14,84.0,1988
1607,10,92.0,1980
1608,10,96.0,1985
1609,5,110.0,2006
1610,5,91.0,1982
1611,7,102.0,1999
1612,6,150.0,1984
1613,10,93.0,1985
1614,5,110.0,2001
1615,11,114.0,2013
1616,3,159.0,1993
1617,11,90.0,2007
1618,10,97.0,1978
1619,10,67.0,1984
1620,7,100.0,1997
1621,5,122.0,1986
1622,7,104.0,1985
1623,7,104.0,1997
1624,7,104.0,1989
1625,5,115.0,2006
1626,5,76.0,1977
1627,10,68.0,1984
1628,10,67.0,1985
1629,15,43.0,1967
1630,7,104.0,1996
1631,11,110.0,2001
1632,5,68.0,1975
1633,5,122.0,1988
1634,10,93.0,1985
1635,5,81.0,1973
1636,11,123.0,1999
1637,5,124.0,1996
1638,11,137.0,2001
1639,5,110.0,2003
1640,11,92.0,2017
1641,11,110.0,2005
1642,10,89.0,1983
1643,5,65.0,1977
1644,5,110.0,2001
1645,3,125.0,2002
1646,5,60.0,1970
1647,5,76.0,1973
1648,5,120.0,1986
1649,11,91.0,2003
1650,5,60.0,1970
1651,7,102.0,1997
1652,5,65.0,1981
1653,5,77.0,1974
1654,15,80.0,1970
1655,5,110.0,2001
1656,11,93.0,2011
1657,5,60.0,1986
1658,11,110.0,2008
1659,5,122.0,1988
1660,11,98.0,2012
1661,14,84.0,1988
1662,3,145.0,1992
1663,10,99.0,1985
1664,14,64.0,1988
1665,5,65.0,1977
1666,10,67.0,1978
1667,5,120.0,1998
1668,7,92.0,2003
1669,5,123.0,1993
1670,5,67.0,1970
1671,5,122.0,1989
1672,5,120.0,1997
1673,11,68.0,2017
1674,11,110.0,2003
1675,11,111.0,2003
1676,7,74.0,1984
1677,5,115.0,2000
1678,10,68.0,1979
1679,7,104.0,1984
1680,7,73.0,1984
1681,15,109.0,1979
1682,10,67.0,1978
1683,7,101.0,1998
1684,5,111.0,2002
1685,10,67.0,1985
1686,5,73.0,1976
1687,7,73.0,1984
1688,5,118.0,1997
1689,7,103.0,1993
1690,5,121.0,1987
1691,7,77.0,1985
1692,11,102.0,1998
1693,5,60.0,1985
1694,15,88.0,1973
1695,7,100.0,1999
1696,10,92.0,1978
1697,10,74.0,1979
1698,7,103.0,1988
1699,5,119.0,1994
1700,5,120.0,1997
1701,7,47.0,2015
1702,10,92.0,1984
1703,5,110.0,2001
1704,15,59.0,1971
1705,10,67.0,1985
1706,7,95.0,2011
1707,14,83.0,1987
1708,7,108.0,1992
1709,5,65.0,1975
1710,7,101.0,1997
1711,7,104.0,1985
1712,5,110.0,2001
1713,5,110.0,2001
1714,14,84.0,1985
1715,5,60.0,1986
1716,5,76.0,1973
1717,5,122.0,1995
1718,10,91.0,1980
1719,7,106.0,1984
1720,11,94.0,2003
1721,5,110.0,2001
1722,10,99.0,1985
1723,3,149.0,1994
1724,7,103.0,1988
1725,5,118.0,1997
1726,7,100.0,1997
1727,3,147.0,1993
1728,11,93.0,2006
1729,10,67.0,1980
1730,10,67.0,1980
1731,11,142.0,2001
1732,10,68.0,1984
1733,10,82.0,1980
1734,3,147.0,1996
1735,10,99.0,1985
1736,10,73.0,1979
1737,10,67.0,1983
1738,10,92.0,1978
1739,15,48.0,1971
1740,5,60.0,1970
1741,7,74.0,1985
1742,5,44.0,1978
1743,14,84.0,1989
1744,5,110.0,2004
1745,10,69.0,1985
1746,11,106.0,1999
1747,5,60.0,1985
1748,5,60.0,1985
1749,7,100.0,1998
1750,9,90.0,1999
1751,4,84.0,2014
1752,11,110.0,2003
1753,15,121.0,1976
1754,7,104.0,1988
1755,3,146.0,1993
1756,7,104.0,1987
1757,2,118.0,1977
1758,10,67.0,1983
1759,7,74.0,1984
1760,5,110.0,2000
1761,7,103.0,1992
1762,7,90.0,2003
1763,10,91.0,1987
1764,5,121.0,1992
1765,10,82.0,1980
1766,3,146.0,1993
1767,7,104.0,1985
1768,10,82.0,1980
1769,7,134.0,1996
1770,14,64.0,1985
1771,2,162.0,1978
1772,11,110.0,2003
1773,7,89.0,2012
1774,5,113.0,2013
1775,7,74.0,1984
1776,5,122.0,1988
1777,10,67.0,1980
1778,5,111.0,2001
1779,5,59.0,1975
1780,7,103.0,1988
1781,7,107.0,1993
1782,5,87.0,1976
1783,5,125.0,1989
1784,10,68.0,1980
1785,15,117.0,1976
1786,11,97.0,2012
1787,10,67.0,1979
1788,5,121.0,1987
1789,10,67.0,1979
1790,10,92.0,1978
1791,5,111.0,2001
1792,7,68.0,2019
1793,7,75.0,2002
1794,5,120.0,1998
1795,5,126.0,1996
1796,10,82.0,1984
1797,9,85.0,2004
1798,5,76.0,1973
1799,15,120.0,1975
1800,11,95.0,2017
1801,5,65.0,1977
1802,5,122.0,1999
1803,5,45.0,1986
1804,7,93.0,2013
1805,7,100.0,1997
1806,6,157.0,1984
1807,5,73.0,1983
1808,15,117.0,1978
1809,10,67.0,1978
1810,10,91.0,1977
1811,5,110.0,2002
1812,5,121.0,1999
1813,7,104.0,1988
1814,7,103.0,1985
1815,7,93.0,2015
1816,5,91.0,1974
1817,11,111.0,2001
1818,5,110.0,2002
1819,7,93.0,2017
1820,7,117.0,1992
1821,10,67.0,1977
1822,14,84.0,1987
1823,7,67.0,2012
1824,5,66.0,1970
1825,5,118.0,1997
1826,7,105.0,1989
1827,7,137.0,1996
1828,7,132.0,1996
1829,7,86.0,2001
1830,9,85.0,2001
1831,7,103.0,1997
1832,11,112.0,2003
1833,10,92.0,1979
1834,10,67.0,1984
1835,10,68.0,1981
1836,11,93.0,2004
1837,7,67.0,2015
1838,15,120.0,1977
1839,15,47.0,1967
1840,11,120.0,2000
1841,7,68.0,2016
1842,3,130.0,2001
1843,7,90.0,2006
1844,7,90.0,2000
1845,10,67.0,1984
1846,10,68.0,1983
1847,14,83.0,1987
1848,10,68.0,1985
1849,7,73.0,1985
1850,15,63.0,1970
1851,5,118.0,1997
1852,11,115.0,2001
1853,3,146.0,1993
1854,7,105.0,1990
1855,11,104.0,1999
1856,10,67.0,1980
1857,5,110.0,2000
1858,10,67.0,1983
1859,5,65.0,1976
1860,5,111.0,2002
1861,7,105.0,1989
1862,10,98.0,1985
1863,5,123.0,1987
1864,7,101.0,1999
1865,5,65.0,1976
1866,10,92.0,1978
1867,5,88.0,1975
1868,5,110.0,2000
1869,10,96.0,1985
1870,3,144.0,1988
1871,7,104.0,1985
1872,11,107.0,2000
1873,14,64.0,1986
1874,10,89.0,1978
1875,11,93.0,2003
1876,15,56.0,1973
1877,7,104.0,1998
1878,5,120.0,1997
1879,10,91.0,1980
1880,11,105.0,2000
1881,10,67.0,1980
1882,11,95.0,2004
1883,5,87.0,1974
1884,5,110.0,2001
1885,5,65.0,1972
1886,6,146.0,1986
1887,3,142.0,1995
1888,5,121.0,1985
1889,10,82.0,1979
1890,15,60.0,1967
1891,10,68.0,1980
1892,5,59.0,1974
1893,11,110.0,2005
1894,10,72.0,1984
1895,15,60.0,1967
1896,7,92.0,2015
1897,5,67.0,1970
1898,10,68.0,1985
1899,7,100.0,2007
1900,7,101.0,1999
1901,7,74.0,1987
1902,3,129.0,2000
1903,5,110.0,2003
1904,10,67.0,1979
1905,10,82.0,1978
1906,5,121.0,1987
1907,7,92.0,2017
1908,10,68.0,1981
1909,11,91.0,2003
1910,10,67.0,1979
1911,7,104.0,1989
1912,9,92.0,1998
1913,5,122.0,1988
1914,5,110.0,2004
1915,11,114.0,2004
1916,10,93.0,1985
1917,10,67.0,1984
1918,11,113.0,2017
1919,3,142.0,1996
1920,14,84.0,1985
1921,7,103.0,1985
1922,5,120.0,1998
1923,5,82.0,1975
1924,10,73.0,1978
1925,4,108.0,2008
1926,7,104.0,1990
1927,4,108.0,2008
1928,7,95.0,2012
1929,10,67.0,1982
1930,7,47.0,2015
1931,7,104.0,1989
1932,14,64.0,1987
1933,5,110.0,2001
1934,10,67.0,1980
1935,7,113.0,1989
1936,6,144.0,1998
1937,7,104.0,1992
1938,5,77.0,1975
1939,11,111.0,2002
1940,11,106.0,1999
1941,5,65.0,1975
1942,11,105.0,2000
1943,5,118.0,1980
1944,10,67.0,1982
1945,5,110.0,2003
1946,5,65.0,1974
1947,14,64.0,1988
1948,2,107.0,1969
1949,5,123.0,1988
1950,11,92.0,2017
1951,5,67.0,1970
1952,5,115.0,2005
1953,14,84.0,1986
1954,7,104.0,1985
1955,15,62.0,1969
1956,3,130.0,2001
1957,7,103.0,1998
1958,11,94.0,2001
1959,14,64.0,1989
1960,7,68.0,2016
1961,5,110.0,2003
1962,7,90.0,2005
1963,14,89.0,1985
1964,7,106.0,1996
1965,5,110.0,2002
1966,5,110.0,2003
1967,10,91.0,1980
1968,5,65.0,1975
1969,10,67.0,1978
1970,15,56.0,1973
1971,7,100.0,1997
1972,5,121.0,1988
1973,10,67.0,1984
1974,7,104.0,1995
1975,5,76.0,1976
1976,5,65.0,1984
1977,10,68.0,1981
1978,7,109.0,1985
1979,5,123.0,1992
1980,10,91.0,1985
1981,10,68.0,1979
1982,7,110.0,1995
1983,7,67.0,2014
1984,5,67.0,1970
1985,14,84.0,1989
1986,7,47.0,2018
1987,7,93.0,2017
1988,5,110.0,2001
1989,10,68.0,1981
1990,10,88.0,1978
1991,11,130.0,2001
1992,7,136.0,1984
1993,10,68.0,1982
1994,7,75.0,1983
1995,5,62.0,1970
1996,5,110.0,2001
1997,10,67.0,1983
1998,10,68.0,1981
1999,7,104.0,1989
2000,6,155.0,1984
2001,7,102.0,1997
2002,5,121.0,1989
2003,5,116.0,2000
2004,11,105.0,1999
2005,7,94.0,2013
2006,15,125.0,1976
2007,10,67.0,1979
2008,10,73.0,1978
2009,11,112.0,2015
2010,14,64.0,1986
2011,7,106.0,1992
2012,10,67.0,1979
2013,7,93.0,2017
2014,11,120.0,1999
2015,3,148.0,1993
2016,14,84.0,1985
2017,7,74.0,1984
2018,5,65.0,1975
2019,11,110.0,2002
2020,7,103.0,1984
2021,10,68.0,1980
2022,5,66.0,1974
2023,5,82.0,1976
2024,10,67.0,1985
2025,7,47.0,2019
2026,5,122.0,1988
2027,15,46.0,1973
2028,7,106.0,1996
2029,11,90.0,2004
2030,5,116.0,1999
2031,5,110.0,2003
2032,7,104.0,1985
2033,5,122.0,1988
2034,10,92.0,1982
2035,7,102.0,1998
2036,14,89.0,1987
2037,14,84.0,1987
2038,3,148.0,1996
2039,11,110.0,2001
2040,7,103.0,1987
2041,7,68.0,2017
2042,10,73.0,1977
2043,7,73.0,1985
2044,7,104.0,1988
2045,7,105.0,1985
2046,11,125.0,2003
2047,10,67.0,1984
2048,5,122.0,1998
2049,7,47.0,2016
2050,5,124.0,1980
2051,3,144.0,1998
2052,11,126.0,1999
2053,10,81.0,1980
2054,7,93.0,2016
2055,5,120.0,1997
2056,10,73.0,1978
2057,7,69.0,2010
2058,10,67.0,1980
2059,5,120.0,1999
2060,10,83.0,1979
2061,14,64.0,1987
2062,7,73.0,1984
2063,4,108.0,2008
2064,14,83.0,1985
2065,10,98.0,1978
2066,5,110.0,2006
2067,15,117.0,1979
2068,15,62.0,1973
2069,10,96.0,1985
2070,6,141.0,1998
2071,7,90.0,2005
2072,7,90.0,2001
2073,11,112.0,2017
2074,10,92.0,1977
2075,11,114.0,2003
2076,5,110.0,2001
2077,15,117.0,1978
2078,5,44.0,1980
2079,11,112.0,2002
2080,7,74.0,1984
2081,7,85.0,2004
2082,5,82.0,1977
2083,5,60.0,1981
2084,10,67.0,1985
2085,10,68.0,1995
2086,7,111.0,1997
2087,7,74.0,1988
2088,11,112.0,2008
2089,10,92.0,1980
2090,5,131.0,1988
2091,14,64.0,1987
2092,7,133.0,1984
2093,15,61.0,1969
2094,7,111.0,1996
2095,11,128.0,2002
2096,7,104.0,1988
2097,6,147.0,1992
2098,10,92.0,1979
2099,7,104.0,1988
2100,14,64.0,1988
2101,3,166.0,1995
2102,5,120.0,1981
2103,15,56.0,1969
2104,7,104.0,1986
2105,14,84.0,1987
2106,10,92.0,1979
2107,15,59.0,1970
2108,5,110.0,2002
2109,10,68.0,1980
2110,5,121.0,1998
2111,10,68.0,1980
2112,7,100.0,1997
2113,5,121.0,2000
2114,7,69.0,2013
2115,10,67.0,1977
2116,5,124.0,1997
2117,15,117.0,1974
2118,7,104.0,1989
2119,7,104.0,1984
2120,7,90.0,2007
2121,10,67.0,1978
2122,10,68.0,1984
2123,7,103.0,1988
2124,5,45.0,1986
2125,5,110.0,2003
2126,5,82.0,1976
2127,5,65.0,1975
2128,5,129.0,1995
2129,7,102.0,1998
2130,7,91.0,2001
2131,10,67.0,1977
2132,5,82.0,1976
2133,3,130.0,2001
2134,10,73.0,1979
2135,5,111.0,2002
2136,7,104.0,1994
2137,5,120.0,1982
2138,10,92.0,1978
2139,10,91.0,1985
2140,5,65.0,1967
2141,5,120.0,1995
2142,7,90.0,2001
2143,5,65.0,1983
2144,5,59.0,1975
2145,5,121.0,1985
2146,5,60.0,1985
2147,10,73.0,1976
2148,10,103.0,1986
2149,11,111.0,2002
2150,7,104.0,1987
2151,10,68.0,1980
2152,5,66.0,1974
2153,10,69.0,1980
2154,5,110.0,2008
2155,15,88.0,1973
2156,10,92.0,1979
2157,10,68.0,1985
2158,14,84.0,1987
2159,7,110.0,1985
2160,11,93.0,2016
2161,10,73.0,1977
2162,5,120.0,1987
2163,5,67.0,1970
2164,5,59.0,1974
2165,7,105.0,1985
2166,5,110.0,2004
2167,6,150.0,1985
2168,5,128.0,1993
2169,10,92.0,1979
2170,7,62.0,2013
2171,3,144.0,1986
2172,11,92.0,2015
2173,11,93.0,2003
2174,3,141.0,1998
2175,5,122.0,1986
2176,10,67.0,1981
2177,11,90.0,2004
2178,5,133.0,1992
2179,7,93.0,2014
2180,5,123.0,1997
2181,5,60.0,1985
2182,7,104.0,1996
2183,10,82.0,1980
2184,14,64.0,1986
2185,11,94.0,2003
2186,5,116.0,1999
2187,5,120.0,2000
2188,11,121.0,2001
2189,7,90.0,2006
2190,11,111.0,2003
2191,5,59.0,1978
2192,11,110.0,2008
2193,14,84.0,1988
2194,11,115.0,2001
2195,7,74.0,1988
2196,10,68.0,1979
2197,10,68.0,1981
2198,5,121.0,1988
2199,11,110.0,2003
2200,5,128.0,1995
2201,7,105.0,1996
2202,10,67.0,1978
2203,7,102.0,1999
2204,10,73.0,1978
2205,11,112.0,2015
2206,10,68.0,1981
2207,7,74.0,1984
2208,5,110.0,2002
2209,10,67.0,1984
2210,7,132.0,1993
2211,2,124.0,1969
2212,11,110.0,2003
2213,7,103.0,1985
2214,7,67.0,2015
2215,7,105.0,1992
2216,7,93.0,2018
2217,5,60.0,1971
2218,11,115.0,2001
2219,7,95.0,2012
2220,6,146.0,1989
2221,6,148.0,1984
2222,7,92.0,2012
2223,11,68.0,2013
2224,5,110.0,2002
2225,10,70.0,1983
2226,5,128.0,1996
2227,5,44.0,1978
2228,5,121.0,1997
2229,5,123.0,1988
2230,10,92.0,1980
2231,7,95.0,2002
2232,11,100.0,1998
2233,10,67.0,1977
2234,7,104.0,1989
2235,6,149.0,1989
2236,15,56.0,1969
2237,7,107.0,1996
2238,5,69.0,1985
2239,7,103.0,1993
2240,7,104.0,1985
2241,7,90.0,2006
2242,10,91.0,1976
2243,7,113.0,1990
2244,7,93.0,2016
2245,5,122.0,1986
2246,7,94.0,2012
2247,11,141.0,2001
2248,11,91.0,2003
2249,11,110.0,2005
2250,7,103.0,1998
2251,7,104.0,1985
2252,5,110.0,2002
2253,5,65.0,1968
2254,10,67.0,1986
2255,5,68.0,1970
2256,10,91.0,1992
2257,5,110.0,2006
2258,7,90.0,2003
2259,10,67.0,1981
2260,7,134.0,1992
2261,5,44.0,1978
2262,10,67.0,1984
2263,5,110.0,2001
2264,5,110.0,2002
2265,10,71.0,1985
2266,9,93.0,1998
2267,7,100.0,1996
2268,7,74.0,1984
2269,7,137.0,1993
2270,11,115.0,2000
2271,5,84.0,1974
2272,6,146.0,1992
2273,7,104.0,1990
2274,10,67.0,1979
2275,10,98.0,1979
2276,4,105.0,2014
2277,5,120.0,1996
2278,5,110.0,2004
2279,5,121.0,1998
2280,5,123.0,1982
2281,10,72.0,1984
2282,5,82.0,1975
2283,5,65.0,1975
2284,7,108.0,1984
2285,10,67.0,1985
2286,5,65.0,1982
2287,9,85.0,2003
2288,5,121.0,1999
2289,5,60.0,1970
2290,14,64.0,1985
2291,10,68.0,1980
2292,15,54.0,1970
2293,10,67.0,1978
2294,5,60.0,1985
2295,10,81.0,1981
2296,5,120.0,1998
2297,7,101.0,1999
2298,7,107.0,1984
2299,10,67.0,1985
2300,14,84.0,1985
2301,7,90.0,2006
2302,5,65.0,1976
2303,7,102.0,1997
2304,5,110.0,2003
2305,5,65.0,1974
2306,5,65.0,1973
2307,5,66.0,1973
2308,10,94.0,1983
2309,5,124.0,1997
2310,5,60.0,1987
2311,10,92.0,1978
2312,5,121.0,1987
2313,10,67.0,1985
2314,7,109.0,1993
2315,9,86.0,2002
2316,5,60.0,1985
2317,5,88.0,1973
2318,10,67.0,1985
2319,5,112.0,2019
2320,7,73.0,1984
2321,10,90.0,1978
2322,7,67.0,2014
2323,5,121.0,1984
2324,5,65.0,1976
2325,3,155.0,1993
2326,7,109.0,1997
2327,5,111.0,2001
2328,11,104.0,2000
2329,7,101.0,1998
2330,5,115.0,2005
2331,7,90.0,2009
2332,7,105.0,1984
2333,10,91.0,1978
2334,10,91.0,1981
2335,5,116.0,2001
2336,7,74.0,1983
2337,9,94.0,1997
2338,7,105.0,1990
2339,7,87.0,2013
2340,3,144.0,1992
2341,7,90.0,2003
2342,11,111.0,2000
2343,5,126.0,1996
2344,7,104.0,1989
2345,10,67.0,1980
2346,10,67.0,1978
2347,5,110.0,2001
2348,5,112.0,2016
2349,11,107.0,1999
2350,5,68.0,1978
2351,5,123.0,1999
2352,7,103.0,1991
2353,7,104.0,1988
2354,5,122.0,1988
2355,5,112.0,2015
2356,5,112.0,2014
2357,5,111.0,2003
2358,5,69.0,1984
2359,7,73.0,1988
2360,9,92.0,1998
2361,7,94.0,2013
2362,11,105.0,2000
2363,7,112.0,1992
2364,5,110.0,2001
2365,11,94.0,2004
2366,10,74.0,1978
2367,10,68.0,1979
2368,7,93.0,2016
2369,5,67.0,1972
2370,10,68.0,1981
2371,14,83.0,1986
2372,7,105.0,1986
2373,11,95.0,2001
2374,11,128.0,1999
2375,6,155.0,1984
2376,5,60.0,1970
2377,5,82.0,1976
2378,15,60.0,1967
2379,7,104.0,1989
2380,7,104.0,1989
2381,5,121.0,1999
2382,10,82.0,1979
2383,10,73.0,1977
2384,7,93.0,2013
2385,10,93.0,1985
2386,14,64.0,1988
2387,10,68.0,1987
2388,11,95.0,2012
2389,15,58.0,1967
2390,10,67.0,1984
2391,7,90.0,2016
2392,5,122.0,1996
2393,11,120.0,2000
2394,10,69.0,1985
2395,7,73.0,1993
2396,5,121.0,1997
2397,5,73.0,1976
2398,7,107.0,1996
2399,5,122.0,1985
2400,7,104.0,1988
2401,7,104.0,1985
2402,7,90.0,2003
2403,7,78.0,1984
2404,14,64.0,1985
2405,5,59.0,1977
2406,10,67.0,1984
2407,17,93.0,2011
2408,11,110.0,2008
2409,11,114.0,2004
